ABloss,Bobloss,Eveloss
9.786546,9.385533289401792,10.0913515
9.469225,9.249043121846626,10.008888
9.312468,9.165776931331493,9.954485
9.253791,9.158451168157626,10.01337
9.121911,9.058317969640484,9.9215145
9.162369,9.11631579324603,9.944257
9.056997,9.01469221280422,9.9824915
9.119258,9.083713744679699,9.898535
9.138929,9.10427713629906,9.959783
9.098046,9.067007188597927,10.036232
9.141338,9.107853887224337,9.9711075
9.087259,9.059211392799625,9.943821
9.02777,8.99863266205648,10.059926
9.0719185,9.04703573169536,9.975115
9.087899,9.060129113611765,10.075466
9.039096,9.005734271981055,9.920919
9.057545,9.023704393795924,9.956692
9.113654,9.087290767172817,10.001923
9.11272,9.092413648002548,9.961161
9.040105,9.008341569220647,9.937717
9.118597,9.097457330441102,10.018627
9.005683,8.98191659071017,10.013609
9.030272,9.006745075254003,9.925133
9.051196,9.025988833134761,9.982541
9.100117,9.079098247835645,9.944105
9.091257,9.070543502661167,10.085746
9.091659,9.0753629647661,10.065894
9.039278,9.014009914040798,10.03832
9.09413,9.070281897147652,10.025496
9.068012,9.04569129011361,10.029169
9.053756,9.031700325809652,10.1954155
9.0717125,9.046974179917015,10.04892
9.120135,9.10237173110363,10.118107
9.092281,9.072184901626315,10.152365
9.001777,8.982936327665811,10.079029
9.056393,9.03417853920837,10.051281
9.045309,9.022567414969672,10.076986
9.093272,9.073350977909286,10.135547
9.036421,9.010353493591538,10.188949
9.044025,9.017307672271272,10.111383
9.050356,9.02814266065252,10.195217
9.045868,9.02345987886656,10.128179
9.118254,9.097766799415695,10.226272
9.076895,9.057037018355913,10.161315
9.016739,8.99269683676539,10.171274
9.015407,8.989682508283295,10.181677
9.079976,9.053420211188495,10.218351
9.027501,9.000507811142597,10.160549
9.070323,9.046009337180294,10.293551
9.07459,9.047083123907214,10.142106
9.038337,9.00897171156248,10.194823
9.105813,9.079449789394857,10.256153
9.07132,9.043382205854869,10.310377
9.114691,9.089504914183635,10.190432
9.078655,9.05722017941298,10.241221
9.096035,9.073437421728158,10.280273
9.031321,9.003258251468651,10.210041
9.049279,9.022721254063072,10.230764
9.046218,9.015162904484896,10.287661
9.034956,9.003929806873202,10.338369
9.084119,9.053814330050955,10.27546
9.039246,9.01375389995519,10.323125
9.068998,9.039326785859885,10.254488
9.07897,9.049758378474507,10.289491
9.018024,8.993765335500939,10.332545
9.050449,9.023829350597225,10.308227
9.051424,9.023625727772014,10.315657
9.037569,9.01394922300824,10.226723
9.055344,9.026587108906824,10.244935
9.069643,9.050119153311243,10.400758
9.121811,9.102026842097985,10.330772
9.031877,9.007690008176723,10.426245
9.0032835,8.971887104620691,10.321389
9.035582,9.009169605124043,10.36554
9.035569,9.007944799552206,10.378148
9.040893,9.014072120480705,10.357155
9.029459,8.99990245088702,10.357153
9.0480385,9.0160699589469,10.372619
9.120936,9.092579589254456,10.3778305
9.04481,9.017650178662734,10.415881
9.074319,9.045400260947645,10.370474
9.029488,8.999334578082198,10.3467865
9.045434,9.022907746286364,10.3576145
9.038727,9.004765745805344,10.339716
9.094217,9.06777625498944,10.428419
9.030925,9.004584971407894,10.368996
9.051141,9.02184507108177,10.396027
9.022271,8.995974473917158,10.448636
9.074887,9.05047748007928,10.45812
9.065024,9.037722717272118,10.41585
9.065013,9.036239121080143,10.4376545
9.048448,9.020041669049533,10.415587
9.040216,9.006222392985364,10.458059
9.013022,8.973245542874793,10.5058565
9.027434,8.988499874569243,10.492363
9.029084,8.993286930635804,10.475007
9.079951,9.051101404824294,10.391716
9.0252075,8.993199339252897,10.472392
9.0457735,9.016175379802007,10.457482
9.036543,9.003569567517843,10.463831
9.074037,9.043174185964745,10.490077
9.062206,9.036467187281232,10.46953
9.012838,8.987122769729467,10.461697
9.02216,8.990212133707246,10.4002075
9.036489,9.005788194364868,10.420393
9.076686,9.049691425287165,10.46763
9.050596,9.02403265502653,10.493248
9.031876,9.003393134917133,10.496029
9.084262,9.058485043380642,10.478217
9.056812,9.030937334609916,10.471261
9.037785,9.008274645835627,10.454653
9.030183,8.997962484310847,10.56941
9.027226,8.995417852944229,10.533314
9.128358,9.10078152117785,10.490643
9.063323,9.038880204345332,10.551918
9.061808,9.034442109666998,10.462494
9.061671,9.037028397084214,10.52171
9.018707,8.984422996087233,10.437494
9.031839,9.000329752045218,10.500025
9.013677,8.982826194434892,10.4445305
9.092694,9.064397014764836,10.502209
9.049447,9.021390213805716,10.535944
9.094906,9.067741414299235,10.4689865
9.065998,9.038506412820425,10.502804
9.0011,8.966567035153275,10.436931
9.052131,9.018964258459164,10.520344
9.041777,9.007265162392287,10.554768
9.029875,8.995174771844177,10.476927
9.040403,9.002930078073405,10.56781
9.068593,9.028142990806373,10.472874
9.052939,9.013694908149773,10.561884
9.085315,9.052658145752503,10.510651
9.058236,9.03079540480394,10.471691
9.019667,8.984160677035106,10.53162
9.055463,9.019283853966044,10.452047
8.989957,8.951707050640834,10.50024
9.0119095,8.97241138125537,10.448256
9.040825,9.002735337300692,10.392569
9.053377,9.017602537118364,10.481917
9.031743,8.992078127688728,10.578067
9.027003,8.98886076369672,10.480611
9.010292,8.970133311639074,10.491426
9.084975,9.051701457618037,10.509533
9.041302,9.002645698172273,10.514479
9.071591,9.036997412185883,10.518859
8.997505,8.956675316294422,10.510168
9.000331,8.95420141046634,10.448936
9.024454,8.976690084382426,10.533022
9.048112,9.004285496717785,10.486948
9.025614,8.98193368583452,10.476955
9.066223,9.021169514133362,10.4849825
9.100995,9.06392619680264,10.537037
9.02727,8.988661581097404,10.5590725
9.006116,8.96430335144396,10.493203
9.029682,8.984665331372526,10.448769
9.01855,8.972868622193346,10.522552
9.1078005,9.066575353295775,10.524925
9.0374365,8.993120309605729,10.552429
9.031706,8.9894818860339,10.515196
9.065957,9.025262981216656,10.433489
8.975392,8.925957176543307,10.552231
9.003564,8.960439003276406,10.597074
9.030844,8.984562300000107,10.542528
9.044689,9.001016978581902,10.500536
9.059732,9.01706749983714,10.579037
9.059341,9.021495688910363,10.529648
9.033294,8.989879485568963,10.544661
9.009062,8.963386617484502,10.547778
8.996584,8.950371112208813,10.625254
9.036097,8.989776488218922,10.468056
9.036865,8.997360776615096,10.617224
9.1026945,9.064499095838983,10.457825
9.005532,8.962707536586095,10.577936
9.01875,8.979505398398032,10.517786
9.066077,9.027574967243709,10.56493
9.083019,9.048163277970161,10.5142355
9.029739,8.993694037431851,10.470528
9.063681,9.029590343940072,10.535424
9.065347,9.039707693911623,10.6125145
9.07972,9.052820409444394,10.558683
9.059479,9.0294339840475,10.5524025
8.966514,8.92365693100146,10.509825
9.011627,8.973727041186066,10.567563
9.076001,9.040163541620132,10.48867
