ABloss,Bobloss,Eveloss
9.358799,9.218366439121642,9.674264
9.260798,9.142992150105005,9.672337
9.242846,9.149805170084749,9.694052
9.087516,9.010241771183376,9.662976
9.168776,9.102385131376131,9.643112
9.154339,9.094578820546822,9.68079
9.126481,9.075179117332612,9.664314
9.119987,9.073717519275046,9.716503
9.051386,9.007078712506752,9.74563
8.982941,8.934494083946836,9.675848
9.049822,9.002979771633234,9.685563
9.086219,9.040855765342712,9.762668
9.098555,9.049897446130801,9.715616
9.066966,9.015543272319649,9.744581
9.094927,9.041947106664468,9.802216
9.002986,8.944893420873475,9.692905
9.08751,9.029464555006209,9.703369
9.064869,9.005379079142585,9.747192
8.997737,8.933767546201125,9.750924
9.052749,8.988559425908273,9.814435
9.100047,9.035300266263741,9.779665
9.062889,8.996460313177003,9.856814
9.033801,8.964657847536728,9.750313
9.024379,8.954856975602784,9.896297
9.041712,8.970093153716464,9.786083
8.992232,8.918797693780757,9.758156
9.053845,8.982729448238388,9.812408
9.10933,9.037211391076978,9.714455
9.124792,9.049480390136264,9.783072
9.132075,9.059401923557743,9.834067
9.00349,8.927372458823292,9.850865
9.049639,8.974608169269882,9.82009
9.085437,9.013549847062677,9.864331
8.995791,8.91848147161571,9.983728
9.007628,8.932241796083481,9.85854
9.063654,8.988081280108807,9.878244
9.061161,8.984022881004162,9.840083
9.048636,8.973582878675579,9.924329
8.999023,8.920579019701108,9.930104
9.140902,9.066380930964701,9.840534
9.037499,8.960454426572792,9.784427
9.057673,8.981906613135445,9.923409
9.029659,8.951588756404817,9.940704
9.076793,9.000608543033845,9.817216
8.993089,8.916746479824983,9.941326
9.005042,8.928551399514877,9.824339
9.067493,8.991327065043151,9.948023
9.090573,9.01478292387245,9.885874
8.965236,8.887029295487862,9.879998
9.024858,8.9474566092249,9.957242
8.981426,8.902331313584,9.8587055
9.07818,9.001001781883783,9.9230585
8.999584,8.920158495461301,9.900108
9.005543,8.926995440053622,9.89025
9.010395,8.930890259399478,9.831636
8.986062,8.9065957314867,9.968494
9.048111,8.96976096412566,9.830755
9.044377,8.96388667183263,9.845809
9.034646,8.95565073903916,9.913013
9.034173,8.955089544544796,9.935696
9.040768,8.960996952872458,9.88282
9.009747,8.930306356666343,9.875715
8.999434,8.917474170780874,9.855384
9.029675,8.94829511988376,9.895803
9.04603,8.964500592156712,9.9569645
9.013136,8.930725098221695,9.908663
9.013282,8.932454480723077,9.91969
8.980052,8.898162351122924,9.836653
8.992725,8.909273603033009,9.953123
8.975327,8.894363754695014,9.907631
8.98384,8.900066089816391,9.902288
9.019416,8.936552529489354,9.980455
8.975774,8.892339989243608,9.931945
9.023021,8.939356188955053,9.908974
8.996353,8.911582736564533,9.987283
9.041439,8.958949560731917,9.836519
8.966143,8.881433230991075,9.9092045
8.969909,8.885111946812165,9.932844
9.044007,8.962029300497047,9.905201
8.959649,8.874040261642742,9.829937
9.071657,8.98972746057968,9.9856415
8.963648,8.877624653878488,9.940714
9.083192,8.999982164041805,9.932394
9.0072565,8.922816919129607,9.950674
8.966852,8.881638676327254,9.873606
9.056669,8.97488647672747,9.885092
9.07855,8.997799296364454,9.959038
8.899129,8.815720737945023,9.930819
9.033648,8.953205631413896,9.895126
9.065193,8.983324032842315,9.858749
8.8876295,8.803913587039071,9.912657
8.990327,8.907216350913846,9.932213
8.9999275,8.91651115410163,9.884486
8.998877,8.916782934185385,9.940567
8.902116,8.81568972124452,9.995754
9.001957,8.91791933947908,9.930725
8.997666,8.911181060198164,9.877736
9.014518,8.927875185851008,9.882511
9.018829,8.933513713002737,10.025307
9.013526,8.928026960464194,9.875419
8.995041,8.909980307133603,9.898305
8.950287,8.864746924223644,9.882126
8.911202,8.822410606413282,9.970109
8.957066,8.871248548185187,9.941549
9.032899,8.94907387229614,10.019847
8.944692,8.856295856746979,9.865306
8.965506,8.877754800420785,9.918984
8.941235,8.851821818555305,10.040783
8.934147,8.84665540682285,9.967855
9.004092,8.918742338694365,9.916506
9.037858,8.951240832052592,9.890628
8.944062,8.855053153953383,9.931147
9.026091,8.939689660577901,9.904363
8.902992,8.813737645445924,9.923464
8.968772,8.882304858848718,10.025104
8.981817,8.89424959473711,9.942439
8.954515,8.86537058451878,9.997132
8.99024,8.90657929653701,9.984977
8.965362,8.877592792667981,9.954121
9.002534,8.918829805616822,9.878319
8.934437,8.849309985492644,10.004019
8.961681,8.876914522610605,9.914898
8.87412,8.787673358572647,9.884359
8.959672,8.873576700354793,9.988014
9.016337,8.929971520655922,9.997835
8.984469,8.898785768376131,9.985983
8.93416,8.847548106618758,9.90404
9.02698,8.942908491041246,9.974674
9.037433,8.954031514303226,9.936624
8.983428,8.900430371452655,9.914253
8.982183,8.89816081952969,9.950998
8.885519,8.800052043416404,9.964812
9.013332,8.92975991891165,9.947235
8.952131,8.86828475465466,9.982426
8.879002,8.79437704607179,9.988472
8.956974,8.873108705938128,10.042507
8.940688,8.85753948391149,9.914859
9.008698,8.924275344902917,9.999514
8.960125,8.876386696439502,10.016772
8.929486,8.84409675617436,10.038908
9.015554,8.932727924182213,9.955922
8.938984,8.85449618453692,9.965165
8.933547,8.849710797259052,9.974652
9.007604,8.92436197988822,9.9142475
8.97507,8.891424351571395,9.9201565
8.936511,8.853886100530092,9.970474
8.965616,8.881521523830347,9.910188
8.9158325,8.833806389876242,9.967049
9.023418,8.943157732187371,9.9108715
8.952105,8.869006608745881,9.8989
8.931018,8.84963979947913,9.94031
8.929353,8.845729042576359,9.933595
8.920915,8.8385046148074,9.892876
8.844911,8.758763008983806,10.034014
8.929908,8.84527114426185,10.019663
8.965071,8.882820576662198,9.908623
8.933908,8.849696496468303,9.912657
8.89756,8.812242707038033,9.9840355
8.896107,8.811865400822303,9.9431715
9.010874,8.929459018932121,9.928513
8.980345,8.896567380554707,9.981367
8.972428,8.892507274402305,9.943134
8.897885,8.814500299980864,9.983884
8.9543,8.87227837807898,9.957782
8.953582,8.871828084944614,9.990099
8.888861,8.807412500859106,9.929475
8.899982,8.817917165512752,9.937968
8.863184,8.779998716499124,9.909106
8.900881,8.819077108787106,9.964765
8.899193,8.816767733211496,10.047806
8.928921,8.84849765188327,9.98462
8.887657,8.804544661992363,9.898677
8.9171295,8.833541760187863,9.94492
8.929997,8.847192745655775,9.975127
8.898873,8.817711375254607,10.088621
8.9170265,8.836766167044905,9.87677
8.903931,8.824228398634919,9.872354
8.967989,8.887236690946988,9.926464
8.948021,8.86804200136768,9.9559
8.915067,8.83474593972122,9.995614
8.889186,8.808277099958755,9.95159
8.915935,8.83637697013494,9.956835
8.942556,8.863819545400993,9.950722
8.856528,8.775164954929746,9.993283
8.901582,8.821729779975223,9.96086
8.886063,8.804778952484153,9.9889965
8.915534,8.837721413533604,10.019609
8.895491,8.815781235761408,10.009749
8.929573,8.848827355940427,10.00811
8.950812,8.872158179758117,9.9518795
8.941158,8.862969603622332,10.059381
8.8959875,8.818069786332282,9.984441
8.898993,8.820264860588527,9.929916
9.0019655,8.924661852618945,10.017042
8.977633,8.90177375420795,9.977451
8.942903,8.866810277935917,9.993749
8.952341,8.875984074015703,9.969948
8.940432,8.864536116897527,9.947655
8.918935,8.8422243291113,9.98165
8.914463,8.838800709894194,9.963481
8.91451,8.838032550743915,9.954463
8.929444,8.851965542716373,10.051407
8.891488,8.81416571635886,10.043334
8.884441,8.808592119320696,10.028284
8.943451,8.867292275519244,10.054151
8.95176,8.87556999512682,9.87225
8.863437,8.786655676551163,10.0389185
8.933544,8.857719325194402,10.016754
8.852127,8.772576329830502,9.982395
8.879161,8.801844394499703,9.979316
8.884908,8.805742991156876,9.977072
8.898364,8.82125513974045,9.986307
8.884747,8.806479015819995,10.038502
8.890544,8.811180446363453,9.969558
8.827243,8.749330695186343,9.999094
