ABloss,Bobloss,Eveloss
4.2314215,4.096480333246291,4.0069084
4.156547,4.022276588133536,4.039739
4.1664033,4.036410044704098,4.006795
4.277741,4.157210148056038,4.091468
4.2279243,4.106059474986978,4.0638037
4.1399364,4.016887410427444,3.911635
4.127498,4.0065737662953325,4.0922427
4.1372566,4.019967562519014,4.011851
4.1212564,4.0047223552828655,4.091454
4.152101,4.038778942544013,3.986887
4.1082544,3.9934653938398696,4.0864725
4.1455235,4.033812488720287,4.0539184
4.171396,4.06195580289932,3.9730973
4.114367,4.001967964635696,4.027492
4.121422,4.00951873260783,3.9933698
4.1265345,4.015052780683618,4.0789366
4.1295075,4.018725752539467,3.964017
4.0876975,3.9742859731195495,4.040989
4.12125,4.009806046378799,4.0633564
4.066876,3.9524919593241066,3.9580116
4.1694627,4.061274370760657,4.040416
4.0525236,3.9375331363407895,4.026211
4.167598,4.059415764466394,4.003977
4.19643,4.090211208327673,4.0496154
4.090343,3.9783100477070548,4.0280585
4.1049085,3.9941561003797688,3.9549177
4.120743,4.011199922708329,4.0231624
4.0905466,3.979524203343317,4.0120497
4.1077485,3.9978618709137663,4.0901146
4.1324463,4.0238620056188665,4.017685
4.150396,4.043248507077806,4.0710998
4.008362,3.8928838043939322,3.9110715
4.1468716,4.039323414326645,4.013521
4.1198587,4.0107921626186,4.0303993
4.115989,4.006921762658749,4.0562005
4.1318245,4.023492788954172,4.0063763
4.04778,3.9346101994160563,3.9313629
4.081939,3.97073118283879,4.069821
4.1197047,4.010763001977466,4.027757
4.006303,3.8906718590296805,4.031749
4.1012735,3.991219156770967,4.027329
4.0984116,3.988327965256758,4.012593
4.1603923,4.053731442661956,4.0057745
4.12799,4.019626995781437,3.9272766
4.1381984,4.030396218353417,3.9957714
4.107774,3.9981098041753285,3.9935603
4.0919776,3.981508055818267,3.9749098
4.1492167,4.042089287191629,4.00096
4.1047597,3.995179377088789,3.9968033
4.0772457,3.965858313604258,4.063884
4.1140933,4.004942950792611,3.9833279
4.0725484,3.9609481612569652,4.013452
4.0910573,3.9805711748776957,4.08939
4.1455307,4.038215487031266,4.0737658
4.063386,3.9512702681822702,4.0605435
4.1280994,4.019535497238394,4.0739336
4.0854545,3.9746373151428998,4.016857
4.062395,3.950210854411125,4.0486355
4.1555605,4.04883599281311,3.9322994
4.15287,4.045930862426758,4.038319
4.105702,3.996100843185559,4.052229
4.139876,4.032302660052665,4.1010404
4.1769104,4.07138061709702,3.9500408
4.120538,4.011767768417485,3.9854372
4.1435943,4.036184508586302,4.003873
4.0808163,3.9698068453581072,4.014511
4.1177516,4.0088404645211995,3.9417622
4.124104,4.01566019479651,4.0277233
4.1141133,4.004937288351357,4.0034084
4.1315217,4.023451823391952,4.0527363
4.1010094,3.9912930969148874,4.0617023
4.0965014,3.9864441416575573,4.022753
4.0825906,3.9717478826642036,4.100481
4.141691,4.034200451802462,4.0152307
4.1038284,3.9941828148439527,4.1194344
4.143593,4.036137580464128,4.003681
4.139811,4.032311863731593,4.081797
4.1501875,4.043081365060061,4.06888
4.0604253,3.9483182637486607,4.032791
4.156516,4.049816631712019,3.948369
4.1092396,4.00003343145363,4.031847
4.0917435,3.9814518578350544,3.9874837
4.1075163,3.9980659257853404,4.1211824
4.0649867,3.9531578563619405,4.0237474
4.140638,4.033212788228411,3.9988084
