ABloss,Bobloss,Eveloss
19.148724,18.800152594107203,17.453955
18.671997,18.331194722559303,17.151276
18.190874,17.865701478905976,16.884422
18.057678,17.781675987527706,16.595627
17.619616,17.37144994409755,16.750996
17.480932,17.279091435484588,16.37869
17.510414,17.335070540430024,16.566843
17.117815,16.996048286557198,16.552872
16.986473,16.900042514200322,16.120638
16.954752,16.89115182706155,16.484879
16.783476,16.74187443673145,16.398998
16.732946,16.708337585441768,16.461922
16.76437,16.741246751276776,16.241852
16.825418,16.799559717066586,16.409182
16.751917,16.733882755041122,16.372805
16.745409,16.721673916908912,16.410246
16.699034,16.673501608194783,16.446245
16.767418,16.739486828795634,16.466301
16.62338,16.594016748014838,16.427921
16.610975,16.5857801764505,16.595913
16.444397,16.414666372002102,16.429867
16.47605,16.450928234495223,16.396296
16.455803,16.428667369647883,16.228691
16.610868,16.586405681446195,16.2878
16.36129,16.341603387729265,16.143515
16.493868,16.4755105903605,16.2105
16.47264,16.457227564649656,16.339539
16.52743,16.5138047671644,16.066282
16.34597,16.332322248257697,16.53439
16.426819,16.414676778018475,16.226198
16.193745,16.180946674896404,16.281626
16.13089,16.119026006781496,16.20544
16.390125,16.379433353547938,16.441833
16.16436,16.153430802631192,16.437967
16.304913,16.294864590629004,16.23693
16.354439,16.347060063038953,16.198727
16.211348,16.205581939662807,16.214558
16.294434,16.291547647793777,16.350204
16.304943,16.301350734080188,16.030682
16.197586,16.19479117775336,16.230509
16.370474,16.36655427410733,16.259823
16.206114,16.201891875942238,16.082214
16.31092,16.306291547603905,16.158752
16.284803,16.279682198073715,16.23016
16.157913,16.1529523038771,16.026915
16.105595,16.10053687589243,16.075455
16.31236,16.306983033311553,15.982168
16.15554,16.15086457482539,16.165415
16.379538,16.37497249431908,16.388697
16.413958,16.408676898223348,16.461037
16.265991,16.26134000858292,16.234911
16.309906,16.306236447999254,16.40142
16.539911,16.535752717172727,16.23157
16.312063,16.308323410339653,16.175308
16.275675,16.272752255550586,16.069393
16.139608,16.13607753487304,16.224203
16.487843,16.484254453680478,16.278687
16.423216,16.41994361835532,16.062832
16.328447,16.325349252321757,16.16988
16.12834,16.125471521052532,15.99984
16.299591,16.29598618845921,16.121674
16.26469,16.26113767712377,16.288635
16.137817,16.135125677334145,16.092733
16.06559,16.06250821868889,16.1442
16.120375,16.117519634659402,15.99742
16.407528,16.40485060401261,16.081417
16.160818,16.157952489331365,16.104721
16.271357,16.268457308295183,16.274044
16.195982,16.19363668875303,16.208187
16.276413,16.273611839395016,15.992198
16.204535,16.203056951635517,16.392452
16.079586,16.077116488129832,16.096886
16.155527,16.152817727648653,15.905118
16.50804,16.505232788040303,16.055096
16.096634,16.09411110531073,16.027771
16.251883,16.24879131221678,15.984436
16.07423,16.07187415927183,16.00107
16.272713,16.270785690750927,16.06937
16.155914,16.154270760016516,16.048948
16.382627,16.3805099807214,16.285318
16.004086,16.001814787625335,16.221966
16.255262,16.25362198462244,16.09385
15.93443,15.932206774596125,16.203655
16.17627,16.17459905857686,16.168116
16.41331,16.41141996323131,16.167492
16.25697,16.254899428691715,16.082266
16.236668,16.235026036389172,16.294334
16.074923,16.07313847995829,15.837024
15.923981,15.922489593620412,15.891831
16.147472,16.146111756912433,16.288406
16.319393,16.317636272171512,16.347855
16.32142,16.319680534070358,15.962569
16.357166,16.35525532392785,16.057621
16.106516,16.105154044693336,16.176205
16.090456,16.088667329284362,15.974093
16.36433,16.362904848647304,16.220123
16.136751,16.135577217210084,16.310848
16.074196,16.072819340159185,16.181894
16.023125,16.021689536748454,16.20383
16.414318,16.412424867157824,16.176275
16.198822,16.197899223072454,15.94812
16.219252,16.217618914553896,16.164429
16.11174,16.11079682293348,15.903133
16.17441,16.173183863749728,16.120705
16.068674,16.06746432359796,16.169134
16.233809,16.232317015063018,16.253056
16.193203,16.19165265909396,15.984762
16.050278,16.048590953694656,16.20922
16.227716,16.22607882891316,15.991537
16.0295,16.02886216493789,16.104027
16.06196,16.060870732879266,16.317448
15.993413,15.992021094425581,16.145908
16.014385,16.013241285691038,16.154322
16.199419,16.19841144082602,15.990063
16.301414,16.29992578353267,16.181053
16.219086,16.217904575401917,16.07136
16.159664,16.158447788096964,16.0701
16.079597,16.078595989733003,15.921778
16.213015,16.21148955228273,16.063549
16.131653,16.131039871368557,16.050896
16.195683,16.194561170996167,16.019821
16.084364,16.083421664661728,15.858711
16.198933,16.198077400098555,15.9749565
16.183456,16.18231293442659,16.248642
16.188473,16.18701363913715,16.183493
16.408909,16.407314909622073,16.260902
16.128584,16.127577801118605,16.064116
