ABloss,Bobloss,Eveloss
5.0971565,4.7676583448192105,4.3035336
4.8283467,4.472662363958079,4.3143406
4.594257,4.401267240114976,4.287495
4.596894,4.462566728587262,4.359726
4.5282106,4.421548084181268,4.3319893
4.4770823,4.385318728978746,4.185724
4.468872,4.366181757941376,4.3648095
4.4979215,4.386871464725118,4.284082
4.4594073,4.335151890059933,4.3526506
4.4773006,4.372842794691678,4.2535267
4.4539905,4.348938822047785,4.348309
4.4622817,4.3618129645474255,4.3256383
4.502479,4.403923513775226,4.2380266
4.4647803,4.358126705745235,4.292828
4.4410524,4.334593026607763,4.258213
4.4688077,4.35996444610646,4.3434734
4.448067,4.341716664901469,4.2271743
4.40762,4.301177455694415,4.3030334
4.4324865,4.3292781678028405,4.3156967
4.389756,4.286596829071641,4.2203197
4.484665,4.38560835988028,4.298377
4.3597007,4.256273250619415,4.2993174
4.477473,4.379418751806952,4.2668376
4.5136123,4.418224047112744,4.3112016
4.4134316,4.306017133232672,4.2792087
4.4089756,4.309484708064701,4.218584
4.418217,4.321018201881088,4.2812595
4.3995004,4.297583575709723,4.2601676
4.4240575,4.320226128096692,4.334811
4.4342604,4.339063844177872,4.2709064
4.45665,4.347417482116725,4.317573
4.3244104,4.212093792506494,4.1809306
4.448974,4.350587548338808,4.269738
4.423189,4.314933449146338,4.283961
4.412422,4.310673053842038,4.3222227
4.4177084,4.316070669447072,4.2654395
4.340464,4.234686568088364,4.1903324
4.371495,4.2696807667962275,4.32428
4.408233,4.305278460320551,4.2906365
4.293176,4.189203253306914,4.2817283
4.3879933,4.286415530776139,4.286304
4.3732395,4.279200461751316,4.271737
4.4368653,4.332818073045928,4.2675605
4.3961215,4.294573521357961,4.194972
4.4111586,4.309811694954988,4.2546196
4.389824,4.283664252492599,4.257617
4.365468,4.263282992935274,4.241974
4.415486,4.313956941012293,4.257617
4.3646345,4.264583511278033,4.268489
4.34556,4.242595536634326,4.3193216
4.367345,4.269222662784159,4.2456636
4.3369284,4.234704956936184,4.2613363
4.3580604,4.257354811998084,4.34008
4.4073234,4.305844662361778,4.3274126
4.321937,4.219715456070844,4.315461
4.3760643,4.274551635142416,4.321748
4.34037,4.237558748514857,4.267968
4.311845,4.2101569779915735,4.298111
4.4051847,4.309931712807156,4.188921
4.409824,4.3153756247484125,4.291853
4.363365,4.263653185742442,4.3200607
4.379896,4.282683324476238,4.350791
4.4362717,4.336687877657823,4.207645
4.372404,4.267526248760987,4.251345
4.39283,4.300943431910127,4.263746
4.336255,4.230790246743709,4.2737904
4.364402,4.2604890406364575,4.202391
4.366766,4.263851781724952,4.288054
4.3620057,4.259618096635677,4.2613525
4.381034,4.281295864784624,4.3104496
4.3533792,4.25451813696418,4.321347
4.3435006,4.240500551939476,4.277294
4.3283305,4.228180155041628,4.334944
4.3755803,4.278139104775619,4.2737923
4.3432965,4.24260275461711,4.365638
4.378076,4.280402396863792,4.2643223
4.3738594,4.274205668189097,4.330001
4.382167,4.283890064281877,4.321717
4.310742,4.205367597343866,4.287155
4.379486,4.277610610239208,4.2097425
4.340592,4.238599044678267,4.2897186
4.3340244,4.230230239511002,4.249784
4.3320775,4.2335263669956475,4.3623075
4.290872,4.188887815922499,4.296386
4.3688936,4.2706573868053965,4.2665315
4.36523,4.26727096887771,4.3302393
4.324622,4.224526421108749,4.328049
4.3790307,4.2769248216063716,4.3362226
4.2810087,4.178700606978964,4.350122
4.284986,4.185565836378373,4.347662
4.3395348,4.239871262863744,4.320245
4.3068566,4.207401381339878,4.327154
4.3063793,4.203967526264023,4.250806
4.282835,4.182581668312196,4.240272
4.332353,4.234337605303153,4.306744
4.376668,4.28057069669012,4.2987356
4.271599,4.169110678776633,4.3005123
